game_id,date,month,day_of_week,hour,start_time,end_time,my_color,my_rating,opp_rating,rating_diff,result,win,loss,draw,opening,my_accuracy,opp_accuracy,moves
26,2026-01-26,January,Monday,18,,2026-01-26 18:58:08,black,543,588,-45,win,1,0,0,Italian Game Two Knights Modern Bishops Opening 4...d5 5.exd5 Nxd5 6.O O,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. d3 4... d5 5. exd5 5... Nxd5 6. O-O 6... Bg4 7. Re1 7... Bd6 8. Nc3 8... Nxc3 9. bxc3 9... Bxf3 10. Qxf3 10... O-O 11. d4 11... exd4 12. a4 12... Ne5 13. Qe2 13... dxc3 14. Bf4 14... Re8 15. Rad1 15... Ng6 16. Be3 16... Qf6 17. Bd5 17... c6 18. Bb3 18... Rad8 19. Bxa7
27,2026-01-26,January,Monday,19,,2026-01-26 19:41:20,white,536,615,-79,loss,0,1,0,Four Knights Game Spanish Variation Rubinstein Countergambit,63.79,70.0,1. e4 1... e5 2. Nf3 2... Nc6 3. Bb5 3... Nd4 4. Nc3 4... Nf6 5. Nxe5 5... Qe7 6. f4 6... Nxe4 7. Nxe4 7... Nxb5 8. d4 8... f6 9. Qh5+ 9... g6 10. Nxg6 10... Qxe4+ 11. Kf2 11... Qxg6 12. Qxb5 12... b6 13. Re1+ 13... Kd8 14. f5 14... Qg7 15. b3 15... c6 16. Qe2 16... Bb4 17. Bd2 17... Bxd2 18. Qxd2 18... Bb7 19. c4 19... c5 20. g3 20... Qf7 21. dxc5 21... bxc5 22. Rad1 22... Bc6 23. a3 23... Kc7 24. b4 24... Rad8 25. b5 25... Bb7 26. Qa5+ 26... Kb8 27. b6 27... Qxc4 28. bxa7+ 28... Ka8 29. Re7 29... Qc2+ 30. Rd2 30... Qxf5+ 31. Ke1 31... Rhe8 32. h4 32... Rxe7+ 33. Kd1 33... Qf1+ 34. Kc2 34... Rc8 35. Qb6 35... d5 36. a4 36... Qf5+ 37. Kb2 37... Qe5+ 38. Ka2 38... Rc6 39. Qd8+ 39... Bc8 40. Rb2 40... Kxa7 41. Qa5+ 41... Ra6 42. Qxc5+ 42... Ka8 43. Qxc8+ 43... Ka7 44. Qc5+ 44... Ka8 45. Qb5 45... Qd6 46. Rc2 46... Rb7 47. Rc8+ 47... Rb8 48. Rxb8+ 48... Qxb8 49. Qxa6+ 49... Qa7 50. Qxf6 50... Qxa4+ 51. Kb1 51... Qb3+ 52. Qb2 52... Qxg3 53. h5 53... Qd3+ 54. Ka2 54... Qa6+ 55. Qa3 55... Qxa3+ 56. Kxa3 56... Kb7 57. Kb4 57... Kc6 58. Kc3 58... Kc5 59. Kd3 59... d4 60. h6 60... Kd5 61. Kd2 61... Ke4 62. Kc2 62... Ke3 63. Kc1 63... d3 64. Kd1 64... d2 65. Kc2 65... Ke2 66. Kc3 66... d1=Q 67. Kb2 67... Kd3 68. Ka2 68... Qa4+ 69. Kb2 69... Qb4+ 70. Ka2 70... Kc3 71. Ka1 71... Qb2#
28,2026-01-28,January,Wednesday,23,,2026-01-28 23:14:24,black,526,451,75,loss,0,1,0,Scandinavian Defense,72.49,75.96,1. e4 1... d5 2. Qe2 2... Nf6 3. d3 3... Bg4 4. f3 4... Bh5 5. g4 5... Bg6 6. g5 6... Nxe4 7. fxe4 7... dxe4 8. dxe4 8... e5 9. Qb5+ 9... Nc6 10. Qxb7 10... Rb8 11. Qxc6+ 11... Qd7 12. Qxd7+ 12... Kxd7 13. Bh3+ 13... Kd8 14. b3 14... Bxe4 15. Nf3 15... Bxf3 16. Rg1 16... Bd6 17. Nd2 17... Bh5 18. Bg4 18... g6 19. Bxh5 19... gxh5 20. Bb2 20... Be7 21. O-O-O 21... f6 22. g6 22... hxg6 23. Rxg6 23... Kd7 24. Ne4+ 24... Kc8 25. Nxf6 25... Rf8 26. Nd7 26... Kb7 27. Nxb8 27... Kxb8 28. Bxe5 28... Bd6 29. Bxd6 29... cxd6 30. Rgxd6
29,2026-01-28,January,Wednesday,23,,2026-01-28 23:33:29,black,518,524,-6,loss,0,1,0,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4,50.23,57.46,1. d4 1... d5 2. Bf4 2... Nc6 3. Nf3 3... f6 4. e3 4... e5 5. dxe5 5... fxe5 6. Nxe5 6... g5 7. Nxc6 7... bxc6 8. Be5 8... Nf6 9. Qd4 9... Bg7 10. Nd2 10... O-O 11. Nf3 11... h6 12. h4 12... g4 13. Nh2 13... Bf5 14. Bd3 14... Bxd3 15. Qxd3 15... Qe7 16. f4 16... g3 17. Nf3 17... Ng4 18. Bxg7 18... Qxg7 19. Ne5 19... Qe7 20. Nxg4 20... Qb4+ 21. c3 21... Qxb2 22. Qg6+ 22... Kh8 23. Qxh6+ 23... Kg8 24. O-O 24... Qxc3 25. Rac1 25... Qa5 26. Rxc6 26... Rab8 27. Rxc7 27... Qxa2 28. Qg7#
30,2026-01-28,January,Wednesday,23,,2026-01-28 23:52:26,white,510,511,-1,loss,0,1,0,Three Knights Opening 3...Bc5,67.9,87.68,1. e4 1... e5 2. Nf3 2... Nc6 3. Nc3 3... Bc5 4. d4 4... exd4 5. Nd5 5... d6 6. c3 6... dxc3 7. bxc3 7... Ne5 8. Nxe5 8... dxe5 9. Bb5+ 9... c6 10. Ba4 10... b5 11. Qb3 11... bxa4 12. Qxa4 12... Bd7 13. Bg5 13... Nf6 14. Qc4 14... cxd5 15. exd5 15... Qb6 16. O-O 16... Rc8 17. Rfe1 17... Bxf2+ 18. Kh1 18... Rxc4
31,2026-01-31,January,Saturday,11,,2026-01-31 11:10:15,white,518,504,14,win,1,0,0,Scandinavian Defense 2.exd5 e5,64.67,47.47,1. e4 1... d5 2. exd5 2... e5 3. Nf3 3... e4 4. Ne5 4... Qxd5 5. d4 5... f6 6. c4 6... Qd6 7. c5 7... Qd5 8. Bc4 8... Qd8 9. Nf7 9... Bg4 10. Qxg4 10... Qxd4 11. Qc8+ 11... Ke7 12. Nxh8 12... Qxc4 13. Qxc7+ 13... Ke8 14. Qc8+ 14... Ke7 15. Qxb7+ 15... Nd7 16. Qxa8 16... Qb4+ 17. Nd2 17... Qb8 18. Qxe4+ 18... Ne5
32,2026-02-02,February,Monday,1,,2026-02-02 01:31:45,black,526,516,10,win,1,0,0,Petrovs Defense Classical Variation,73.91,62.94,1. e4 1... e5 2. Nf3 2... Nf6 3. Nxe5 3... Qe7 4. d4 4... Nxe4 5. Bc4 5... f6 6. Qh5+ 6... g6 7. Nxg6 7... Qb4+ 8. c3 8... Qxc4 9. Nxh8+ 9... Kd8 10. Nf7+ 10... Ke7 11. Na3 11... Qxf7 12. Qxf7+ 12... Kxf7 13. Nb5 13... Nc6 14. Nxc7 14... Rb8 15. Bf4 15... d6 16. d5 16... Ne5 17. Nb5 17... Nd3+ 18. Kf1 18... Nxf4 19. Nxa7 19... Bf5 20. g3 20... Nxd5 21. Rd1 21... Bh3+ 22. Ke1 22... Nb6 23. Rd4 23... Ng5 24. f4 24... Nf3+ 25. Ke2 25... Nxd4+
33,2026-02-02,February,Monday,1,,2026-02-02 01:59:20,white,516,442,74,loss,0,1,0,Petrovs Defense Classical Variation,35.81,52.01,1. e4 1... e5 2. Nf3 2... Nf6 3. Nxe5 3... Nc6 4. d4 4... d5 5. exd5 5... Qxd5 6. Bc4 6... Qxg2 7. Bxf7+ 7... Kd8 8. Rf1 8... Bh3 9. d5 9... Qxf1+ 10. Kd2 10... Bb4+ 11. c3 11... Ne4+ 12. Kc2 12... Qxf2+ 13. Kb3 13... Na5+ 14. Kxb4 14... Qb6+ 15. Ka4 15... Nc5+ 16. Ka3 16... Nc4+ 17. Nxc4 17... Qa6+ 18. Kb4 18... b6 19. Bg5+ 19... Kc8 20. d6 20... Bf1 21. d7+ 21... Kb7 22. d8=N+ 22... Rhxd8 23. Bxd8 23... Rxd8 24. Qxd8 24... Qa4#
34,2026-02-03,February,Tuesday,2,,2026-02-03 02:18:24,black,508,524,-16,loss,0,1,0,Petrovs Defense,66.26,82.69,1. e4 1... e5 2. Nf3 2... Nf6 3. Bc4 3... c6 4. Nxe5 4... d5 5. exd5 5... cxd5 6. Bb3 6... Be6 7. d4 7... Bb4+ 8. c3 8... Ba5 9. O-O 9... O-O 10. Na3 10... Nc6 11. c4 11... Qb6 12. cxd5 12... Qxd4 13. Nxc6 13... Qxd1 14. Rxd1 14... Bd7 15. Ne5 15... Rae8 16. Nxd7 16... Nxd7 17. Nc4 17... Bc7 18. d6 18... Bb8 19. Bf4 19... a6 20. Ba4 20... Re4 21. Bxd7 21... Rxf4 22. Nb6 22... Ba7 23. Nc8 23... Bxf2+ 24. Kh1 24... Bc5 25. g3 25... Rf6 26. Bh3 26... Re8 27. d7 27... Bb6 28. dxe8=Q#
35,2026-03-14,March,Saturday,16,,2026-03-14 16:48:57,white,519,504,15,win,1,0,0,Kings Pawn Opening Kings Knight Variation,66.55,61.03,1. e4 1... e5 2. Nf3 2... Bc5 3. Qe2 3... Nf6 4. d3 4... b6 5. Nxe5 5... d6 6. Nc4 6... O-O 7. g3 7... Re8 8. Nc3 8... d5 9. Ne3 9... dxe4 10. dxe4 10... Nxe4 11. Nxe4 11... Rxe4 12. Bd2 12... Bg4 13. f3 13... Bxe3 14. Bxe3 14... Bxf3 15. Qxf3 15... Qe7 16. O-O-O 16... Rxe3 17. Qxa8 17... g6 18. Qxb8+ 18... Kg7 19. Bd3 19... Qg5 20. b3 20... Rf3+ 21. Kb1 21... Rf5 22. Bxf5 22... Qxf5 23. Rhe1 23... Qf2 24. Re8 24... Qxh2 25. Rg8+ 25... Kf6 26. Qd8+ 26... Kf5 27. Rf1+ 27... Kg4 28. Qd4+ 28... Kxg3 29. Qe3+ 29... Kg4 30. Qf3+ 30... Kg5 31. Qxf7 31... Qd6 32. Qxh7 32... c5 33. Rh1 33... c4 34. Qh4+ 34... Kf5 35. Qf2+ 35... Ke6 36. Re1+ 36... Kd7 37. Rg7+ 37... Kc6 38. Rxa7 38... cxb3 39. Qg2+ 39... Kb5 40. Rh7 40... Qd2 41. Qxd2
36,2026-03-29,March,Sunday,12,,2026-03-29 12:47:26,black,530,491,39,win,1,0,0,Kings Pawn Opening 1...e5,49.1,40.6,1. e4 1... e5 2. Qh5 2... Nf6 3. Qxe5+ 3... Qe7 4. Qxe7+ 4... Bxe7 5. e5 5... Nd5 6. Nc3 6... Nb4 7. Nb5 7... c6 8. Nc7+ 8... Kf8 9. Nxa8 9... Nxc2+ 10. Kd1 10... Nxa1 11. Nc7 11... d5 12. b3 12... Bf5 13. Bb2 13... Bc2+ 14. Kc1 14... Nxb3+ 15. axb3 15... Bxb3 16. e6 16... Bd8 17. exf7 17... Bxc7 18. Nf3 18... Kxf7 19. Nh4 19... Re8 20. Bd3 20... Bxh2 21. Nf3 21... Bf4 22. Re1 22... Rh8 23. g3 23... Bh6 24. g4 24... Nd7 25. g5 25... Nc5 26. gxh6 26... Nxd3+ 27. Kb1 27... Nxe1 28. hxg7 28... Re8 29. Nxe1 29... Rxe1+
37,2026-03-29,March,Sunday,14,,2026-03-29 14:52:39,white,542,544,-2,win,1,0,0,Kings Pawn Opening Leonardis Variation,,,1. e4 1... e5 2. d3 2... Qf6 3. Nf3 3... Bc5 4. Be3 4... Bb6 5. Nc3 5... h6 6. Nd5 6... Qc6 7. Nxe5 7... Qe6 8. Bxb6 8... axb6 9. Nxc7+ 9... Ke7 10. Nxe6 10... Kxe6 11. Qg4+ 11... Kxe5 12. Qxg7+ 12... Nf6 13. Qxh8 13... Nc6 14. Qxh6 14... Nb4 15. O-O-O 15... Rxa2 16. d4+ 16... Ke6 17. Bc4+ 17... Ke7 18. e5 18... Ng8 19. Qe3 19... Ra1+ 20. Kd2 20... Ra5 21. Qf4 21... d5 22. Qg5+ 22... f6 23. Qg7+ 23... Ke6 24. Qxg8+ 24... Kd7 25. e6+ 25... Ke7 26. Qxc8 26... dxc4 27. Qxb7+ 27... Kxe6 28. Rhe1+ 28... Kf5 29. Qxb6 29... Rd5 30. Qxb4 30... Kf4 31. Qxc4 31... Rg5 32. d5+ 32... Kf5 33. Qe4#
38,2026-03-29,March,Sunday,15,,2026-03-29 15:47:20,black,542,838,-296,win,1,0,0,Petrovs Defense Three Knights Game,50.95,50.93,1. e4 1... e5 2. Nf3 2... Nf6 3. Nc3 3... d5 4. d3 4... Bg4 5. Bg5 5... Qd6 6. Bxf6 6... Qxf6 7. Nxd5 7... Qd6 8. c3 8... c6 9. Ne3 9... Bh5 10. d4 10... exd4 11. cxd4 11... Nd7 12. Be2 12... O-O-O 13. e5 13... Qb4+ 14. Qd2 14... Qxd2+ 15. Nxd2 15... Bg6 16. O-O 16... Bb4 17. Ndc4 17... Rhe8 18. Rab1 18... Rh8 19. Ra1 19... b5 20. a3 20... Be7 21. Nd6+ 21... Kc7 22. Rfd1 22... f6 23. Rac1 23... fxe5 24. Nxb5+ 24... Kb8 25. Rxc6 25... Rhf8 26. dxe5 26... Bh4 27. g3 27... Bg5 28. Nd5 28... Be4 29. f4 29... Nxe5 30. fxe5 30... Kb7 31. Rc7+ 31... Ka8 32. Rxa7+ 32... Kb8 33. Rxg7 33... Rxd5 34. Rxd5 34... Be3#
43,2026-04-03,April,Friday,17,,2026-04-03 17:18:03,white,575,580,-5,loss,0,1,0,French Defense Knight Variation,,,1. e4 1... e6 2. Nf3 2... Nf6 3. Nc3 3... Bb4 4. a3 4... Bxc3 5. dxc3 5... Nxe4 6. Qe2 6... d5 7. c4 7... O-O 8. cxd5 8... exd5 9. Bf4 9... Re8 10. Qe3 10... Ng3 11. Bxc7 11... Rxe3+ 12. fxe3 12... Qxc7 13. hxg3 13... Qxg3+ 14. Ke2 14... Bf5 15. Kd1 15... Nd7 16. e4 16... Bxe4 17. Nd4 17... Re8 18. Bb5 18... Bxg2 19. Rg1 19... Qg4+ 20. Kc1 20... Qf4+ 21. Kb1 21... Qxd4 22. Bxd7 22... Re2 23. c3 23... Qxg1+ 24. Ka2 24... Qb6 25. Rd1 25... Qxb2#
42,2026-04-03,April,Friday,16,,2026-04-03 16:55:05,black,586,574,12,win,1,0,0,Kings Pawn Opening Kings Knight Gunderam Defense 3.Bc4,,,1. e4 1... e5 2. Bc4 2... Qe7 3. Nf3 3... Nc6 4. d4 4... Qb4+ 5. Nfd2 5... exd4 6. a3 6... Qa5 7. b4 7... Nxb4 8. Nb3 8... Nxc2+ 9. Kf1 9... Ne3+ 10. Ke2 10... Qh5+ 11. Kd3 11... Nxd1
41,2026-04-03,April,Friday,16,,2026-04-03 16:44:59,black,575,556,19,win,1,0,0,Van t Kruijs Opening,,,1. e3 1... Nc6 2. Qf3 2... Ne5 3. Qh5 3... d6 4. Ne2 4... g6
40,2026-04-03,April,Friday,16,,2026-04-03 16:36:17,white,564,531,33,win,1,0,0,Ruy Lopez Opening Classical Defense,87.45,78.2,1. e4 1... e5 2. Nf3 2... Nc6 3. Bb5 3... Bc5 4. Qe2 4... a6 5. Bc4 5... b5 6. Bb3 6... d5 7. exd5 7... Nd4 8. Qxe5+ 8... Ne6 9. dxe6 9... Bxe6 10. Bxe6 10... fxe6 11. Qxc5 11... Nf6 12. Qe3 12... O-O 13. Qxe6+ 13... Kh8 14. O-O 14... Re8 15. Qh3 15... Qe7 16. g3 16... Qe2 17. Ng5 17... Nh5 18. g4 18... h6 19. Nc3 19... Nf4 20. Nxe2 20... Nxh3+ 21. Nxh3 21... Rxe2 22. d3 22... Rf8 23. Nf4 23... Rxf4 24. Bxf4 24... c5 25. Rfe1 25... Rxe1+ 26. Rxe1 26... c4 27. dxc4 27... bxc4 28. b3
39,2026-04-03,April,Friday,16,,2026-04-03 16:15:34,black,553,525,28,win,1,0,0,Kings Pawn Opening 1...e5,,,1. e4 1... e5 2. Qh5 2... Qe7 3. Bc4 3... g6 4. Qg4 4... Nf6 5. Qe2 5... d5 6. Qd3 6... dxc4 7. Qxc4 7... Be6 8. Qb4 8... Qxb4
44,2026-04-04,April,Saturday,0,,2026-04-04 00:31:42,white,586,590,-4,win,1,0,0,Ruy Lopez Opening Morphy Defense Wormald Attack 5...b5 6.Bb3 Bc5 7.d3,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bb5 3... a6 4. Ba4 4... b5 5. Bb3 5... Bc5 6. Qe2 6... Nf6 7. d3 7... d5 8. exd5 8... Nxd5 9. Nxe5 9... Nxe5 10. Qxe5+ 10... Kf8 11. Bxd5
45,2026-04-04,April,Saturday,0,,2026-04-04 00:50:26,black,576,586,-10,loss,0,1,0,Indian Game London System,63.88,89.7,1. d4 1... Nf6 2. Bf4 2... e6 3. Nf3 3... Bb4+ 4. c3 4... Ba5 5. Nbd2 5... Nc6 6. Nc4 6... e5 7. dxe5 7... Ne4 8. Nxa5 8... Nxa5 9. Qd4 9... f5 10. exf6 10... Nxf6 11. Qe5+ 11... Qe7 12. Qxc7 12... Nc6 13. e3 13... O-O 14. Bc4+ 14... Kh8 15. Qd6 15... Qe4 16. Qxf8+ 16... Ng8 17. Qxg8#
46,2026-04-04,April,Saturday,18,,2026-04-04 18:42:55,black,567,597,-30,loss,0,1,0,Kings Pawn Opening Kings Knight Gunderam Defense 3.Bc4,72.19,79.34,1. e4 1... e5 2. Bc4 2... Qe7 3. Nf3 3... Nf6 4. d3 4... Nc6 5. O-O 5... Nd4 6. Re1 6... Nxf3+ 7. gxf3 7... d6 8. f4 8... d5 9. exd5 9... e4 10. f3 10... Qb4 11. fxe4 11... Qb6+ 12. Be3 12... Qxb2 13. Nd2 13... Bc5 14. Bxc5 14... Bg4 15. Qb1 15... Qxb1 16. Raxb1 16... O-O-O 17. Bxa7 17... b6 18. Ba6+ 18... Kd7 19. Nc4 19... Rhe8 20. Ne5+ 20... Ke7 21. Nc6+ 21... Kf8 22. Nxd8 22... Rxd8 23. Rb3 23... Ra8 24. Bxb6 24... Rxa6 25. Bxc7 25... Ke7 26. d6+ 26... Kd7 27. e5 27... Nd5 28. Rb8 28... Nxc7 29. dxc7 29... Kxc7 30. Rf8 30... Bf5 31. Rxf7+ 31... Kd8 32. Rxf5
47,2026-04-04,April,Saturday,19,,2026-04-04 19:06:59,white,558,571,-13,loss,0,1,0,Ruy Lopez Opening,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bb5 3... f6 4. Bxc6 4... bxc6 5. Nc3 5... Bb7 6. d4 6... exd4 7. Qxd4 7... c5 8. Qe3 8... Qe7 9. Qf4 9... O-O-O 10. O-O 10... d5 11. exd5 11... Bxd5 12. Nxd5 12... Rxd5 13. Be3 13... Kb7 14. Rae1 14... Qd7 15. g3 15... g5 16. Qc4 16... g4 17. Bxc5 17... Bxc5 18. Qb3+ 18... Ka8 19. c4 19... Rf5 20. Nh4 20... Rh5 21. Qd1 21... Qxd1 22. Rxd1 22... Ne7 23. Rfe1 23... Kb8 24. h3 24... gxh3 25. g4 25... Rg5 26. Nf5 26... Nxf5 27. Kh2 27... Bxf2 28. Rf1 28... Nh6 29. Rxf2 29... Nxg4+ 30. Kxh3 30... Nxf2+ 31. Kh4 31... Nxd1
48,2026-04-04,April,Saturday,19,,2026-04-04 19:39:36,white,565,468,97,win,1,0,0,Englund Gambit 2.dxe5,48.31,46.48,1. d4 1... e5 2. dxe5 2... d5 3. Bf4 3... Be6 4. e3 4... g5 5. Bg3 5... f5 6. f4 6... g4 7. h3 7... c5 8. hxg4 8... fxg4 9. f5 9... Bxf5 10. Nc3 10... Qa5 11. b4 11... Qxb4 12. Bb5+ 12... Nc6 13. Qd2 13... Rd8 14. Rb1 14... Qa3 15. Rb3 15... Qa5 16. Nge2 16... c4 17. Bxc6+ 17... bxc6 18. Rb2 18... Bb4 19. O-O 19... c5 20. Rxf5 20... d4 21. exd4 21... cxd4 22. a3 22... dxc3 23. Qc1 23... Bc5+ 24. Kf1 24... cxb2 25. Qxb2 25... Rd1+ 26. Be1 26... Bxa3 27. Qb8+ 27... Ke7 28. Qb7+ 28... Ke6 29. Nd4+ 29... Rxd4 30. Qf7#
49,2026-04-04,April,Saturday,21,,2026-04-04 21:53:05,white,557,609,-52,loss,0,1,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... Nc6 3. c3 3... Nf6 4. e3 4... Ne4 5. Qf3 5... e6 6. Bd3 6... f5 7. g4 7... Qh4 8. gxf5 8... exf5 9. Bxc7 9... g5 10. Qxf5 10... Bxf5 11. Kd1 11... Qxf2 12. Bxe4 12... Bxe4 13. Nd2 13... Bxh1
50,2026-04-04,April,Saturday,22,,2026-04-04 22:18:29,black,549,570,-21,loss,0,1,0,Queens Gambit Declined Queens Knight Variation 3...Bb4 4.a3,70.34,75.74,1. d4 1... d5 2. c4 2... e6 3. Nc3 3... Bb4 4. a3 4... Ba5 5. b4 5... Bxb4 6. axb4 6... Nc6 7. Rb1 7... Nxd4 8. Qxd4 8... Nf6 9. b5 9... c6 10. Ba3 10... Qb6 11. Qd2 11... Ne4 12. Qe3 12... Qxe3 13. fxe3 13... Nxc3 14. Ra1 14... cxb5 15. cxd5 15... Nxd5 16. e4 16... Nb6 17. e3 17... Bd7 18. Kd2 18... O-O-O 19. Rc1+ 19... Kb8 20. Nf3 20... Nc4+ 21. Bxc4 21... Bc6+ 22. Bd3 22... Rhe8 23. Rhg1 23... Bxe4 24. Ne5 24... Rd5 25. Rc5 25... f6 26. Rxd5 26... exd5 27. Bxb5 27... fxe5 28. Bxe8 28... Kc8 29. Rf1 29... Kd8 30. Rf8 30... Bxg2 31. Ba4+ 31... Kc7 32. Rf7+ 32... Kb6 33. Bb4 33... a6 34. Bf8 34... Ka5 35. Bc2 35... b5 36. Rxg7 36... Bf3 37. Rxh7 37... d4 38. exd4 38... exd4 39. Kd3
59,2026-04-05,April,Sunday,18,,2026-04-05 18:45:58,black,552,504,48,loss,0,1,0,Giuoco Piano Game Giuoco Pianissimo Italian Four Knights Variation 5...d6,,,1. e4 1... e5 2. Nc3 2... Nf6 3. Nf3 3... Nc6 4. Bc4 4... Bc5 5. d3 5... d6 6. h3 6... O-O 7. O-O 7... Be6 8. Bd5 8... Nd4 9. Bxb7 9... Rb8 10. Bd5 10... Nxd5 11. exd5 11... Bxd5 12. Nxd5 12... Nxf3+ 13. Qxf3 13... Qd7 14. Qg3 14... Qe6 15. Nxc7 15... Qc8 16. Bh6 16... f6 17. Qxg7#
58,2026-04-05,April,Sunday,18,,2026-04-05 18:27:11,black,562,551,11,win,1,0,0,Center Game Accepted Normal Variation,,,1. e4 1... e5 2. d4 2... exd4 3. Qxd4 3... Nc6 4. Qc4 4... Nf6 5. Bd3 5... Ne5 6. Qb3 6... Nxd3+ 7. Qxd3 7... d5 8. Nf3 8... dxe4 9. Qb5+ 9... c6 10. Qe5+ 10... Be7 11. Ng5 11... O-O
57,2026-04-05,April,Sunday,18,,2026-04-05 18:18:30,white,554,562,-8,loss,0,1,0,Queens Pawn Opening Accelerated London System 2...e6 3.e3,,,1. d4 1... d5 2. Bf4 2... e6 3. e3 3... Nc6 4. c3 4... f6 5. Bd3 5... e5 6. Bg3 6... e4 7. Qh5+ 7... g6 8. Qg4
56,2026-04-05,April,Sunday,18,,2026-04-05 18:11:35,black,562,589,-27,loss,0,1,0,Scotch Game,,,1. e4 1... e5 2. Nf3 2... Nc6 3. d4 3... f6 4. dxe5 4... fxe5 5. Ng5 5... Qe7 6. Bc4 6... Nf6 7. Bf7+ 7... Kd8 8. Ne6+ 8... Qxe6 9. Bxe6 9... Nxe4 10. Nc3 10... Nxc3 11. bxc3 11... Ke7 12. Bd5 12... d6 13. Bg5+ 13... Ke8 14. Qf3 14... Be7 15. Qf7+ 15... Kd7 16. Qxg7 16... Re8 17. Qxh7 17... Kd8 18. Bf7 18... Bxg5 19. Bxe8 19... Kxe8 20. Qg8+ 20... Kd7 21. Qxg5 21... b6 22. O-O-O 22... Ba6 23. Qf5+ 23... Kd8 24. Qf8+
51,2026-04-05,April,Sunday,0,,2026-04-05 00:46:20,white,557,536,21,win,1,0,0,Queens Pawn Opening Accelerated London System 2...e6 3.e3 Bd6,,,1. d4 1... d5 2. Bf4 2... e6 3. e3 3... Bd6 4. c3 4... Bxf4 5. exf4 5... f5 6. Nf3 6... h6 7. Bd3 7... Nf6 8. Qe2 8... Nc6 9. Bxf5 9... Bd7 10. Bg6+ 10... Kf8 11. Ne5 11... Nxe5 12. Qxe5 12... Qe7 13. Qxc7 13... Bc6 14. Qxe7+ 14... Kxe7 15. O-O 15... Bb5 16. Re1 16... Ne4 17. Bxe4 17... dxe4 18. Rxe4 18... Bd3 19. Nd2 19... Bxe4 20. Nxe4 20... Rhf8 21. Re1 21... Rxf4 22. Nc5 22... Rf6 23. d5 23... Raf8 24. d6+ 24... Kxd6 25. Ne4+ 25... Ke7 26. f3 26... Rf4 27. Nc5 27... R8f6 28. Rd1 28... e5 29. Rd7+ 29... Kf8 30. Rxb7 30... Rd6 31. Rxa7 31... Rc6 32. Ra8+ 32... Ke7 33. Nd3 33... Rf8 34. Ra7+ 34... Kd6 35. Rxg7 35... Ra6 36. Rg6+ 36... Kd5 37. Rxa6
54,2026-04-05,April,Sunday,15,,2026-04-05 15:19:59,black,564,541,23,win,1,0,0,Bishops Opening Berlin Defense,65.41,41.23,1. e4 1... e5 2. Bc4 2... Nf6 3. Nf3 3... Nxe4 4. Ng5 4... Qxg5 5. Qf3 5... f5 6. d3 6... Bb4+ 7. c3 7... Qxc1+ 8. Qd1 8... Qxb2 9. Qd2
53,2026-04-05,April,Sunday,15,,2026-04-05 15:15:36,black,556,513,43,loss,0,1,0,Bishops Opening Berlin Defense 3.d3 d5 4.exd5 Nxd5 5.Nf3,,,1. e4 1... e5 2. Nf3 2... Nf6 3. Bc4 3... d5 4. exd5 4... Nxd5 5. d3 5... f6 6. d4 6... Bb4+ 7. c3 7... Ba5 8. dxe5 8... c6 9. Bxd5 9... Qxd5 10. b4 10... Bb6 11. exf6 11... Qe6+ 12. Qe2 12... gxf6 13. Nd4 13... Qe5 14. Nf3 14... Qe6 15. Nbd2 15... O-O 16. Nc4 16... Bc7 17. Nd4 17... Re8 18. Nxe6 18... Rxe6 19. Ne3 19... Bf4 20. O-O 20... Nd7 21. Qg4+ 21... Kf8 22. Qxe6 22... Ne5 23. Qxf6+ 23... Ke8 24. Qxf4 24... Nd3 25. Qe4+
52,2026-04-05,April,Sunday,1,,2026-04-05 01:17:23,black,566,587,-21,win,1,0,0,Scotch Game,,,1. e4 1... e5 2. Nf3 2... Nc6 3. d4 3... f6 4. dxe5 4... fxe5 5. b3 5... Nf6 6. Qe2 6... Nd4 7. Nxd4 7... exd4 8. Bb2 8... Bc5 9. Qc4 9... d6 10. Bxd4 10... Nxe4 11. Bxg7 11... Nxf2 12. Qe2+ 12... Qe7 13. Bxh8 13... Bg4 14. Qxe7+ 14... Kxe7 15. Rg1 15... Rxh8
